2025-07-09 15:27:45,357 - INFO - Starting phase: Optimized PDF Batch Translation Script
2025-07-09 15:27:45,357 - INFO - Reading configuration from 'config.ini'
2025-07-09 15:27:45,359 - INFO - Configuration loaded successfully
2025-07-09 15:27:45,359 - INFO - Starting phase: Input Configuration
2025-07-09 15:28:48,263 - INFO - Starting phase: Phase 1: PDF Text Extraction
2025-07-09 15:30:49,367 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,367 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,367 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,367 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,367 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,368 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,368 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,368 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,368 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,368 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,368 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,368 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,368 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,368 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,368 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,369 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,369 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,369 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,369 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,369 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,369 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,369 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,369 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,369 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,370 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,370 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,370 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,370 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,370 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,370 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,370 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,370 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,370 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,370 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,371 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,371 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,371 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,371 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,371 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,371 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,371 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,371 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,371 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,372 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,372 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,372 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,372 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,372 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,372 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,372 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,372 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,372 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,373 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,373 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,373 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,373 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,373 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,373 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,373 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,373 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,373 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,373 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,374 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,374 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,374 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,374 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,374 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,374 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,374 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,374 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,374 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,375 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,375 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,375 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,375 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,375 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,375 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,375 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,375 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,375 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,376 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,376 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,376 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,376 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,376 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,376 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,376 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,376 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,376 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,377 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,377 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,377 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,377 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,377 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,377 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,377 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,377 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,377 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,378 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,378 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,378 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,378 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,378 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,378 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,378 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,378 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,378 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,379 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,379 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,379 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,379 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,379 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,379 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,379 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,379 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,379 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,379 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,380 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,380 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,380 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,380 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,380 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,380 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,380 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,380 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,380 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,381 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,381 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,381 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,381 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,381 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,382 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,382 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,382 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,382 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,382 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,382 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,382 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,383 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,383 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,383 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,383 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,383 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,383 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,383 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,383 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,383 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,383 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,384 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,384 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,384 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,384 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,384 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,384 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,385 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,385 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,385 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,385 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,385 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,385 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,386 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,386 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,386 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,386 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,386 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,386 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,386 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,386 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,386 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,387 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,387 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,387 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,387 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,387 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,387 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,387 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,387 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,387 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,387 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,388 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,388 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,388 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,388 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,388 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,388 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,388 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,388 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,388 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,389 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,389 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,389 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,389 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,389 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,389 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,389 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,389 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,389 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,390 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,390 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,390 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,390 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,390 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,390 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,390 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,390 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,390 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,390 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,391 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,391 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,391 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,391 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,391 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,391 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,391 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,392 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,392 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,392 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,392 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,392 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,392 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,392 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,392 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,392 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,392 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,393 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,393 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,393 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,393 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,393 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,393 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,393 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,393 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,394 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,394 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,394 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,394 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,394 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,394 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,394 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,394 - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-09 15:30:49,395 - INFO - Text extraction completed successfully
2025-07-09 15:30:49,395 - INFO - Starting phase: Phase 2: Smart Batch Creation
2025-07-09 15:30:49,395 - INFO - Creating smart batches with token optimization
2025-07-09 15:30:49,396 - INFO - Batch 1 created with 9 pages, 7625 chars, ~1781 tokens
2025-07-09 15:30:49,397 - INFO - Batch 2 created with 3 pages, 6534 chars, ~1575 tokens
2025-07-09 15:30:49,397 - INFO - Batch 3 created with 3 pages, 6864 chars, ~1656 tokens
2025-07-09 15:30:49,397 - INFO - Batch 4 created with 4 pages, 7820 chars, ~1881 tokens
2025-07-09 15:30:49,397 - INFO - Batch 5 created with 3 pages, 6525 chars, ~1574 tokens
2025-07-09 15:30:49,398 - INFO - Batch 6 created with 3 pages, 7039 chars, ~1701 tokens
2025-07-09 15:30:49,398 - INFO - Batch 7 created with 3 pages, 6917 chars, ~1670 tokens
2025-07-09 15:30:49,398 - INFO - Batch 8 created with 3 pages, 6279 chars, ~1513 tokens
2025-07-09 15:30:49,398 - INFO - Batch 9 created with 3 pages, 7005 chars, ~1691 tokens
2025-07-09 15:30:49,399 - INFO - Batch 10 created with 3 pages, 6895 chars, ~1664 tokens
2025-07-09 15:30:49,399 - INFO - Batch 11 created with 3 pages, 7051 chars, ~1703 tokens
2025-07-09 15:30:49,399 - INFO - Batch 12 created with 3 pages, 7078 chars, ~1710 tokens
2025-07-09 15:30:49,399 - INFO - Batch 13 created with 3 pages, 6996 chars, ~1689 tokens
2025-07-09 15:30:49,400 - INFO - Batch 14 created with 3 pages, 7075 chars, ~1710 tokens
2025-07-09 15:30:49,400 - INFO - Batch 15 created with 3 pages, 7012 chars, ~1693 tokens
2025-07-09 15:30:49,400 - INFO - Batch 16 created with 3 pages, 6908 chars, ~1667 tokens
2025-07-09 15:30:49,400 - INFO - Batch 17 created with 3 pages, 6826 chars, ~1647 tokens
2025-07-09 15:30:49,401 - INFO - Batch 18 created with 3 pages, 7188 chars, ~1737 tokens
2025-07-09 15:30:49,401 - INFO - Batch 19 created with 3 pages, 6795 chars, ~1641 tokens
2025-07-09 15:30:49,401 - INFO - Batch 20 created with 3 pages, 6888 chars, ~1662 tokens
2025-07-09 15:30:49,401 - INFO - Batch 21 created with 3 pages, 6929 chars, ~1673 tokens
2025-07-09 15:30:49,402 - INFO - Batch 22 created with 3 pages, 6677 chars, ~1610 tokens
2025-07-09 15:30:49,402 - INFO - Batch 23 created with 3 pages, 6758 chars, ~1629 tokens
2025-07-09 15:30:49,402 - INFO - Batch 24 created with 3 pages, 6883 chars, ~1661 tokens
2025-07-09 15:30:49,402 - INFO - Batch 25 created with 3 pages, 7019 chars, ~1695 tokens
2025-07-09 15:30:49,403 - INFO - Batch 26 created with 3 pages, 6996 chars, ~1689 tokens
2025-07-09 15:30:49,403 - INFO - Batch 27 created with 3 pages, 7011 chars, ~1693 tokens
2025-07-09 15:30:49,403 - INFO - Batch 28 created with 3 pages, 6779 chars, ~1634 tokens
2025-07-09 15:30:49,403 - INFO - Batch 29 created with 3 pages, 7033 chars, ~1697 tokens
2025-07-09 15:30:49,404 - INFO - Batch 30 created with 3 pages, 6950 chars, ~1678 tokens
2025-07-09 15:30:49,404 - INFO - Batch 31 created with 3 pages, 6920 chars, ~1669 tokens
2025-07-09 15:30:49,404 - INFO - Batch 32 created with 3 pages, 6847 chars, ~1652 tokens
2025-07-09 15:30:49,404 - INFO - Batch 33 created with 4 pages, 7081 chars, ~1699 tokens
2025-07-09 15:30:49,404 - INFO - Batch 34 created with 3 pages, 6997 chars, ~1688 tokens
2025-07-09 15:30:49,405 - INFO - Batch 35 created with 3 pages, 7039 chars, ~1699 tokens
2025-07-09 15:30:49,405 - INFO - Batch 36 created with 3 pages, 6987 chars, ~1686 tokens
2025-07-09 15:30:49,405 - INFO - Batch 37 created with 3 pages, 7027 chars, ~1696 tokens
2025-07-09 15:30:49,405 - INFO - Batch 38 created with 3 pages, 6962 chars, ~1677 tokens
2025-07-09 15:30:49,406 - INFO - Batch 39 created with 3 pages, 7032 chars, ~1694 tokens
2025-07-09 15:30:49,406 - INFO - Batch 40 created with 3 pages, 6881 chars, ~1659 tokens
2025-07-09 15:30:49,406 - INFO - Batch 41 created with 3 pages, 6810 chars, ~1643 tokens
2025-07-09 15:30:49,406 - INFO - Batch 42 created with 3 pages, 7066 chars, ~1705 tokens
2025-07-09 15:30:49,407 - INFO - Batch 43 created with 3 pages, 6780 chars, ~1635 tokens
2025-07-09 15:30:49,407 - INFO - Batch 44 created with 3 pages, 7066 chars, ~1705 tokens
2025-07-09 15:30:49,407 - INFO - Batch 45 created with 3 pages, 7076 chars, ~1709 tokens
2025-07-09 15:30:49,407 - INFO - Batch 46 created with 3 pages, 7218 chars, ~1744 tokens
2025-07-09 15:30:49,408 - INFO - Batch 47 created with 3 pages, 7005 chars, ~1691 tokens
2025-07-09 15:30:49,408 - INFO - Batch 48 created with 3 pages, 6930 chars, ~1672 tokens
2025-07-09 15:30:49,408 - INFO - Batch 49 created with 3 pages, 7016 chars, ~1693 tokens
2025-07-09 15:30:49,408 - INFO - Batch 50 created with 3 pages, 7159 chars, ~1729 tokens
2025-07-09 15:30:49,409 - INFO - Batch 51 created with 3 pages, 7061 chars, ~1705 tokens
2025-07-09 15:30:49,409 - INFO - Batch 52 created with 3 pages, 6900 chars, ~1665 tokens
2025-07-09 15:30:49,409 - INFO - Batch 53 created with 3 pages, 6418 chars, ~1546 tokens
2025-07-09 15:30:49,409 - INFO - Batch 54 created with 3 pages, 7019 chars, ~1694 tokens
2025-07-09 15:30:49,410 - INFO - Batch 55 created with 3 pages, 7052 chars, ~1703 tokens
2025-07-09 15:30:49,410 - INFO - Batch 56 created with 3 pages, 6975 chars, ~1683 tokens
2025-07-09 15:30:49,410 - INFO - Batch 57 created with 3 pages, 7091 chars, ~1713 tokens
2025-07-09 15:30:49,410 - INFO - Batch 58 created with 3 pages, 6828 chars, ~1648 tokens
2025-07-09 15:30:49,410 - INFO - Batch 59 created with 3 pages, 6941 chars, ~1675 tokens
2025-07-09 15:30:49,411 - INFO - Batch 60 created with 3 pages, 7118 chars, ~1718 tokens
2025-07-09 15:30:49,411 - INFO - Batch 61 created with 3 pages, 7036 chars, ~1699 tokens
2025-07-09 15:30:49,411 - INFO - Batch 62 created with 3 pages, 6821 chars, ~1644 tokens
2025-07-09 15:30:49,411 - INFO - Batch 63 created with 3 pages, 6816 chars, ~1642 tokens
2025-07-09 15:30:49,412 - INFO - Batch 64 created with 3 pages, 6880 chars, ~1660 tokens
2025-07-09 15:30:49,412 - INFO - Batch 65 created with 4 pages, 7812 chars, ~1878 tokens
2025-07-09 15:30:49,412 - INFO - Batch 66 created with 3 pages, 6960 chars, ~1680 tokens
2025-07-09 15:30:49,412 - INFO - Batch 67 created with 3 pages, 7116 chars, ~1718 tokens
